movie,reviewer,metascore,review_score,review_text,review_date,release_date,acclaim_rate,user_score,director,languages,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western,unknown,release_decade
Maria Full of Grace,Stephen Holden,87.0,100,"Sustains a documentary authenticity that is as astonishing as it is offhand. Even when you're on the edge of your seat, it never sacrifices a calm, clear-sighted humanity for the sake of melodrama or cheap moralizing.",,2004-07-16,Generally unfavorable reviews,26.0,Joshua Marston,English,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000s
My King,Jeannette Catsoulis,68.0,100,"The movie’s ability to express, with directness and humor, the insecurities of intimacy — most remarkably during the couple’s first night together — is a delight.",2016-08-11,2016-08-12,No score yet,,Maïwenn Le Besco,French,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010s
The Great Beauty,Manohla Dargis,86.0,100,"A deliriously alive movie, The Great Beauty is the story of a man, a city, a country and a cinema, though not necessarily in that order.",2013-11-14,2013-11-15,Generally favorable reviews,80.0,Paolo Sorrentino,Spanish,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
The Look of Silence,A.O. Scott,92.0,100,"A painful, profoundly empathetic work of moral reckoning.",2015-07-16,2015-07-17,Universal acclaim,84.0,Joshua Oppenheimer,Indonesian,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Apollo 13,Elvis Mitchell,77.0,100,"You can know every glitch that made this such a dangerous mission, and Apollo 13 will still have you by the throat. [30 June 1995]",,1995-06-30,Generally favorable reviews,80.0,Ron Howard,English,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990s
Sausage Party,A.O. Scott,66.0,100,"You will come for the kind of humor promised in the title and the well-earned R rating, but stay for the nuanced meditations on theology and faith.",2016-08-11,2016-08-12,Mixed or average reviews,56.0,Conrad Vernon,English,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Shakespeare in Love,Elvis Mitchell,87.0,100,"Shakespeare meets Sherlock, and makes for pure enchantment in the inspired conjecture behind Shakespeare in Love.",,1998-12-11,Generally favorable reviews,73.0,John Madden,English,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990s
War for the Planet of the Apes,A.O. Scott,82.0,100,"There is a scene toward the end of War for the Planet of the Apes that is as vivid and haunting as anything I’ve seen in a Hollywood blockbuster in ages, a moment of rousing and dreadful cinematic clarity that I don’t expect to shake off any time soon.",2017-07-12,2017-07-14,Universal acclaim,81.0,Matt Reeves,English,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2010s
Last Orders,Dana Stevens,78.0,100,"Like finding that perfect stage of moderate drunkenness in which the senses are sharpened rather than dulled, and time passes with leisurely grace.",,2001-12-07,Mixed or average reviews,56.0,Fred Schepisi,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
A Man Vanishes (1967),Manohla Dargis,92.0,100,"Seemingly banal in its conceit, wildly startling in its execution, it tracks a film crew that, like a detective squad, investigates what became of an ordinary man.",2012-11-14,2012-11-15,Universal acclaim,90.0,Shohei Imamura,Japanese,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010s
La Dolce Vita (re-release),Bosley Crowther,93.0,100,"A brilliantly graphic estimation of a whole swath of society in sad decay and, eventually, a withering commentary upon the tragedy of the overcivilized.  (Review of Original Release)",,2004-04-30,Universal acclaim,84.0,Federico Fellini,English,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Somewhere,A.O. Scott,67.0,100,"The opening shot of Somewhere, Sofia Coppola's exquisite, melancholy and formally audacious fourth feature, prepares you for what is to follow in a characteristically oblique and subtle manner.",2010-12-21,2010-12-22,Generally favorable reviews,63.0,Sofia Coppola,English,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
99 Homes,A.O. Scott,76.0,100,"If 99 Homes is a scolding look at a society gone astray, it is also a minor masterpiece of suspense, as tightly wound as “Sicario,” Denis Villeneuve’s white-knuckle drug-war thriller, and almost as brutal.",2015-09-24,2015-09-25,Generally favorable reviews,79.0,Ramin Bahrani,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010s
Moneyball,Manohla Dargis,87.0,100,It's hard to imagine anyone but Mr. Pitt in the role. He's relaxed yet edgy and sometimes unsettling.,2011-09-22,2011-09-23,Generally favorable reviews,80.0,Bennett Miller,unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
In the Bedroom,Stephen Holden,86.0,100,"When a film as profoundly quiet as In the Bedroom comes along, it feels almost miraculous, as if a shimmering piece of art had slipped below the radar and through the minefield of commerce.",,2001-11-23,Generally favorable reviews,72.0,Todd Field,English,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
A Mighty Wind,Dana Stevens,81.0,100,"Mr. Guest and Mr. Levy's jokes are sometimes so subtle as to seem imperceptible, until you realize that they are everywhere, from the broadest gestures to the tiniest details of dress and d&#233;cor.",,2003-04-16,Generally favorable reviews,73.0,Christopher Guest,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
A Christmas Tale,A.O. Scott,84.0,100,"A movie that is almost indecently satisfying and at the same time elusive, at once intellectually lofty -- marked by allusions to Emerson, Shakespeare and Seamus Heaney as well as Nietzsche -- and as earthy as the passionate provincial family that is its heart and cosmos and reason for being.",,2008-11-14,Generally favorable reviews,70.0,Arnaud Desplechin,French,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Lone Star,Elvis Mitchell,78.0,100,"Gratifyingly complex and beautifully told, this tale explores a huge array of cultural, racial, economic and familial tensions. In the process, it also sustains strong characters, deep emotions and clear dramatic force.",,1996-06-21,Universal acclaim,81.0,John Sayles,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1990s
Three Sisters,Jeannette Catsoulis,,100,Three Sisters documents extreme poverty in rural China with the compassionate eye and inexhaustible patience of a director whose curiosity about his country’s unfortunates never seems to wane.,2013-05-09,2013-05-10,No score yet,,Bing Wang,Mandarin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
True Grit,Manohla Dargis,80.0,100,"In some ways, much like Charles Laughton's ""Night of the Hunter,"" which the Coens quote both musically and visually, True Grit is a parable about good and evil. Only here, the lines between the two are so blurred as to be indistinguishable, making this a true picture of how the West was won, or - depending on your view - lost.",2010-12-21,2010-12-22,Generally favorable reviews,78.0,Ethan Coen,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000s
City of Life and Death,Manohla Dargis,85.0,100,"City of Life and Death isn't cathartic: it offers no uplifting moments, just the immodest balm of art. The horrors it represents can be almost too difficult to watch, yet you keep watching because Mr. Lu makes the case that you must.",2011-05-12,2011-05-11,Generally favorable reviews,76.0,Chuan Lu,English,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010s
Much Ado About Nothing,A.O. Scott,78.0,100,"From its very first scenes, Mr. Whedon’s film crackles with a busy, slightly wayward energy that recalls the classic romantic sparring of the studio era.",2013-06-06,2013-06-07,Generally favorable reviews,77.0,Joss Whedon,English,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010s
The Act of Killing,A.O. Scott,89.0,100,The horror of The Act of Killing does not dissipate easily or yield to anything like clarity.,2013-07-18,2013-07-19,Universal acclaim,84.0,Anonymous,English,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
The Marquise of O,Vincent Canby,85.0,100,"It's a dazzling testament to the civilizing effects of several different arts, witty, joyous and so beautiful to look at that it must seem initially suspect to those of us who have begun to respond to spray-painted subway graffiti as the fine art of our time.",,1976-10-24,No score yet,,Eric Rohmer,German,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970s
The Square,A.O. Scott,84.0,100,"Even though The Square depicts widely covered recent events, it still feels like a revelation. This is partly because of the immediacy of Ms. Noujaim’s approach, which often puts the viewer in the midst of chaos as it unfolds.",2013-10-24,2013-10-25,Generally favorable reviews,78.0,Jehane Noujaim,English,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010s
Last Days,Manohla Dargis,67.0,100,One of this year's indisputably great films.,,2005-07-22,Mixed or average reviews,52.0,Gus Van Sant,English,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Listen Up Philip,Manohla Dargis,76.0,100,"Words do more than hurt, they also slash and burn in this sharp, dyspeptic, sometimes gaspingly funny exploration of art and life, men and women, being and nonbeing, and the power and limits of language.",2014-10-16,2014-10-17,Generally favorable reviews,68.0,Alex Ross Perry,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
U2 3D,,83.0,100,"Not merely a technical landmark -- shot entirely in digital 3D -- but also an aesthetic one, in that it’s the first Imax movie that deserves to be called a work of art.",,2008-01-23,Generally favorable reviews,80.0,Catherine Owens,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
We Are the Best!,A.O. Scott,87.0,100,"There is hardly a shortage of movies about rock ’n’ roll, but there are few as perfect — which is to say as ragged, as silly, as touching or as true — as We Are the Best!.",2014-05-29,2014-05-30,Generally favorable reviews,76.0,Lukas Moodysson,Swedish,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Z for Zachariah,Jeannette Catsoulis,68.0,100,"Maintaining a strict formal allegiance to reserve and restraint, [Mr. Zobel] shapes a dreamily elegant emotional ballet from glances and gestures and subtle shifts in power.",2015-08-27,2015-08-28,Mixed or average reviews,60.0,Craig Zobel,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2010s
Gregory Crewdson: Brief Encounters,Jeannette Catsoulis,87.0,100,"With marvelous discipline, Mr. Shapiro crams a wealth of material into a tight 77 minutes, smoothly communicating the group effort required to achieve the perfect shot.",2012-10-31,2012-11-02,Generally favorable reviews,64.0,Ben Shapiro,English,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
La Camioneta: The Journey of One American School Bus,Stephen Holden,82.0,100,"Mark Kendall’s quietly moving documentary, La Camioneta: The Journey of One American School Bus, is as modest and farsighted as its cast of Guatemalans who make a living resurrecting discarded American school buses.",2013-05-30,2013-05-31,No score yet,,Mark Kendall,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Chariots of Fire,Vincent Canby,78.0,100,"Unashamedly rousing, invigorating but very clear-eyed evocat ion of values of the oldfashioned sort that are today more easily satirized than celebrated...It's an exceptional film, about some exceptional people.",,1982-04-09,No score yet,,Hugh Hudson,English,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1980s
Grizzly Man,Manohla Dargis,87.0,100,"Mr. Herzog is also no ordinary filmmaker. It is the rare documentary like Grizzly Man, which has beauty and passion often lacking in any type of film, that makes you want to grab its maker and head off to the nearest bar to discuss man's domination of nature and how Disney's cute critters reflect our profound alienation from the natural order.",,2005-08-12,Generally favorable reviews,72.0,Werner Herzog,English,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
A Most Violent Year,A.O. Scott,79.0,100,"J. C. Chandor, the writer and director of this pulpy, meaty, altogether terrific new film, and Bradford Young, its supremely talented director of photography, succeed in giving this beat-up version of the city both historical credibility and expressive power.",2014-12-30,2014-12-31,Generally favorable reviews,70.0,J.C. Chandor,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010s
12 Angry Men,,96.0,100,"A penetrating, sensitive, and sometimes shocking dissection of the hearts and minds of men who obviously are something less than gods. It makes for taut, absorbing, and compelling drama that reaches far beyond the close confines of its jury room setting.",,1957-04-01,Universal acclaim,95.0,Sidney Lumet,English,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950s
The Girls in the Band,Jeannette Catsoulis,90.0,100,"The Girls in the Band is everything a worthwhile documentary should be, and then some: engaging, informative, thorough and brimming with delightful characters.",2013-05-09,2013-05-10,No score yet,,Judy Chaikin,English,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
We Were Here,Stephen Holden,94.0,100,"Throughout We Were Here there is not a hint of mawkishness, self-pity or self-congratulation. The humility, wisdom and cumulative sorrow expressed lend the film a glow of spirituality and infuse it with grace.",2011-09-08,2011-09-09,Generally favorable reviews,70.0,Bill Weber,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
The Hurt Locker,A.O. Scott,94.0,100,The best nondocumentary American feature made yet about the war in Iraq.,,2009-06-26,Generally favorable reviews,73.0,Kathryn Bigelow,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2000s
Test,Stephen Holden,70.0,100,"As Frankie, Mr. Marlowe delivers a quiet, moving performance of such subtlety and truthfulness that you almost feel that you are living his life.",2014-06-12,2014-06-06,Generally favorable reviews,68.0,Chris Mason Johnson,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
"Two Days, One Night",A.O. Scott,89.0,100,"Her shoulders slumped, her eyes weary, her gait heavy, Ms. Cotillard moves past naturalism into something impossible to doubt and hard to describe. Sandra is an ordinary person in mundane circumstances, but her story, plainly and deliberately told, is suspenseful, sobering and, in the original, fear-of-God sense of the word, tremendous.",2014-12-23,2014-12-24,Universal acclaim,86.0,Jean-Pierre Dardenne,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
The Godfather,Vincent Canby,100.0,100,One of the most brutal and moving chronicles of American life ever designed within the limits of popular entertainment. [16 Mar 1972],,1972-03-11,Universal acclaim,92.0,Francis Ford Coppola,English,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1970s
Who Framed Roger Rabbit,Elvis Mitchell,83.0,100,"A film whose best moments are so novel, so deliriously funny, and so crazily unexpected that they truly must be seen to be believed. [22 June 1988]",,1988-06-21,Universal acclaim,88.0,Robert Zemeckis,English,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1980s
No Way Out,Vincent Canby,77.0,100,"No Way Out has the exuberance of something freshly conceived. It's so effective, in fact, that when it's all over, you might want to sit through the beginning again just to see if the end is justified by the means. I suspect that it is.",,1987-08-14,No score yet,,Roger Donaldson,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1980s
Ida,A.O. Scott,91.0,100,"There is an implicit argument here between faith and materialism, one that is resolved with wit, conviction and generosity of spirit. Mr. Pawlikowski has made one of the finest European films (and one of most insightful films about Europe, past and present) in recent memory.",2014-05-01,2014-05-02,Generally favorable reviews,75.0,Pawel Pawlikowski,Polish,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Little Men,A.O. Scott,86.0,100,"It’s a subtle movie, alert to the almost imperceptible currents of feeling that pass between its title characters.",2016-08-04,2016-08-05,Generally favorable reviews,77.0,Ira Sachs,English,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Beau Travail,Stephen Holden,91.0,100,A film that has the sweep and esthetic power of a full-length ballet.,,2000-03-31,Generally favorable reviews,80.0,Claire Denis,French,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990s
Adaptation.,Dana Stevens,83.0,100,"I realize that the fear of contracting writer's block from a fictional character is crazy, but in the brilliantly scrambled, self-consuming world of Adaptation it has a certain plausibility.",,2002-12-06,Universal acclaim,81.0,Spike Jonze,English,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
My Journey Through French Cinema,Manohla Dargis,87.0,100,"Its explanatory title doesn’t begin to convey just how exhilarating or inspiring a documentary this truly is, and how excellent a trip this well-respected French director takes you on.",2017-06-22,2017-06-23,No score yet,,Bertrand Tavernier,French,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Land of the Dead,Manohla Dargis,71.0,100,"One of the enormous pleasures of genre filmmaking is watching great directors push against form and predictability, as Mr. Romero does brilliantly in Land of the Dead. One thing is for sure: You won't go home hungry.",,2005-06-24,Mixed or average reviews,47.0,George A. Romero,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2000s
Cool Hand Luke,Bosley Crowther,91.0,100,"Mr. Newman is excellent, at the top of his sometime erratic form, in the role of this warped and alienated loner whose destiny it is to lose. George Kennedy is powerfully obsessive as the top-dog who handles things his way as effectively and finally as destructively as does the warden or the guards.",,1967-11-01,Universal acclaim,83.0,Stuart Rosenberg,English,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960s
